,3fgl,signif,ra,decl,lr_p,rf_p,blr,4fgldr1,4fgldr1-cls1,4fgldr1-3fgl,4fgldr2,4fgldr2-cls1,4fgldr2-3fgl,4fgldr3,4fgldr3-cls1,4fgldr3-3fgl,4fgldr4,4fgldr4-cls1,4fgldr4-3fgl,4fgldr1_features,4fgldr1_labels,predict_lr_dr1,predict_nn_dr1,predict_dnn_dr1,predict_rf_dr1
80,J1843.7-0322,13.09,280.928,−3.3772,1.0,0.7,YNG/YNG,J1843.7-0326,,J1843.7-0322,J1843.7-0326,,J1843.7-0322,J1843.7-0326,,J1843.7-0322,J1843.7-0326,,J1843.7-0322,,,NA,NA,NA,NA
81,J0223.6+6204,12.88,35.906,62.0811,1.0,0.86,YNG/YNG,J0222.4+6156e,snr,J0223.6+6204,J0222.4+6156e,snr,J0223.6+6204,J0222.4+6156e,snr,J0223.6+6204,,,,,,NA,NA,NA,NA
82,J0737.2-3233,12.87,114.314,−32.5588,0.98,0.51,YNG/MSP,J0736.9-3231,,J0737.2-3233,J0736.9-3231,,J0737.2-3233,J0736.9-3231,,J0737.2-3233,J0736.9-3231,,J0737.2-3233,,,NA,NA,NA,NA
83,J1503.5-5801,12.8,225.893,−58.0294,0.92,0.51,YNG/YNG,J1503.7-5801,bcu,J1503.5-5801,J1503.7-5801,bcu,J1503.5-5801,J1503.7-5801,bcu,J1503.5-5801,J1503.7-5801,bcu,J1503.5-5801,"[2.5195810794830322, 2.5496935844421387, 1.6154905557632446, 2.2197489738464355, -30.162809308205908, -29.780790984357413, -26.226572353921508, -29.704171352585142, -22.123117609199706, 0.2897046208381653, 0.0, 6.1192755699157715, 20.918012619018555, 0.9595782517844461, -0.18404622270004836, -0.6200862533015767, -0.7493206776957505, -0.8529538108637454, -0.7499484896412795]",[1],PSR,PSR,PSR,PSR
84,J0318.1+0252,12.76,49.536,2.8695,0.88,0.82,MSP/MSP,J0318.2+0254,PSR,J0318.1+0252,J0318.2+0254,PSR,J0318.1+0252,J0318.2+0254,MSP,J0318.1+0252,J0318.2+0254,MSP,J0318.1+0252,"[2.1937127113342285, 1.8521488904953003, 0.7935067415237427, 5.709170341491699, -30.76323341946114, -30.26807538771239, -28.15563780556486, -30.299890582633143, -23.178223456066085, 0.4636532962322235, 0.0, 6.407923698425293, 22.27351188659668, -0.624985632627518, -0.41544456638567956, -0.37526772438377676, -0.6338655992382272, -0.999999728495816, 0.9259496375669355]",[0],PSR,PSR,PSR,PSR
85,J1740.5-2726,12.75,265.134,−27.4500,1.0,0.7,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
86,J2233.1+6542,12.69,338.279,65.7148,0.98,0.32,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
87,J1857.2+0059,12.39,284.31,0.9863,0.99,0.79,YNG/YNG,J1857.1+0056,,J1857.2+0059,J1857.1+0056,,J1857.2+0059,J1857.1+0056,,J1857.2+0059,J1857.1+0056,,J1857.2+0059,,,NA,NA,NA,NA
88,J2103.7-1113,12.33,315.942,−11.2291,0.3,0.42,MSP/MSP,J2103.7-1112,bcu,J2103.7-1113,J2103.7-1112,bcu,J2103.7-1113,J2103.7-1112,bcu,J2103.7-1113,J2103.7-1112,bcu,J2103.7-1113,"[2.1220414638519287, 1.8074085712432861, 0.9247485399246216, 15.884465217590332, -30.931248185360893, -30.419374699792964, -28.22628912414552, -30.47232041950868, -23.23301130817646, 0.4021964967250824, 0.1948811262845993, 6.797651290893555, 22.144145965576172, -0.7048092511979366, 0.11845356852850338, -0.2714643666143851, -0.6569244167671936, -0.8381863614035837, -0.9995903631226672]",[1],PSR,AGN,AGN,AGN
89,J0802.3-5610,12.31,120.583,−56.1688,0.87,0.41,MSP/MSP,J0802.1-5612,,J0802.3-5610,J0802.1-5612,,J0802.3-5610,J0802.1-5612,PSR,J0802.3-5610,J0802.1-5612,PSR,J0802.3-5610,,,NA,NA,NA,NA
90,J1350.4-6224,12.31,207.622,−62.4120,0.98,0.79,YNG/YNG,J1350.6-6224,PSR,J1350.4-6224,J1350.6-6224,PSR,J1350.4-6224,J1350.6-6224,PSR,J1350.4-6224,J1350.6-6224,PSR,J1350.4-6224,"[2.417978525161743, 2.3938262462615967, 1.1360081434249878, 6.640302658081055, -30.812695984422536, -30.459992918418667, -26.670607654827563, -30.490290533034216, -21.885492308790962, 0.4168163537979126, 0.03860853612422943, 9.786293983459473, 28.803346633911133, 0.9895501792123182, -0.12644364358508706, -0.4508133061638501, -0.6246778930432857, -0.9319285838152154, -0.9999562470170376]",[0],PSR,PSR,PSR,PSR
91,J1139.0-6244,12.23,174.751,−62.7368,0.98,0.54,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
92,J0847.4-4327,12.2,131.863,−43.4587,0.47,0.61,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
93,J0758.6-1451,12.06,119.656,−14.8661,0.95,0.54,MSP/MSP,J0758.8-1450,,J0758.6-1451,J0758.8-1450,,J0758.6-1451,J0758.8-1450,,J0758.6-1451,J0758.8-1450,,J0758.6-1451,,,NA,NA,NA,NA
94,J0039.3+6256,11.99,9.834,62.9415,0.92,0.89,MSP/MSP,J0039.1+6257,,J0039.3+6256,J0039.1+6257,,J0039.3+6256,J0039.1+6257,,J0039.3+6256,J0039.1+6257,,J0039.3+6256,,,NA,NA,NA,NA
95,J2035.0+3634,11.92,308.758,36.5814,0.94,0.77,MSP/MSP,J2035.0+3632,,J2035.0+3634,J2035.0+3632,psr,J2035.0+3634,J2035.0+3632,MSP,J2035.0+3634,J2035.0+3632,MSP,J2035.0+3634,,,NA,NA,NA,NA
96,J2048.8+4436,11.89,312.224,44.6082,0.99,0.48,YNG/YNG,,,,,,,J2049.3+4440c,,J2048.8+4436,J2049.3+4440c,,J2048.8+4436,,,NA,NA,NA,NA
97,J1329.8-6109,11.85,202.468,−61.1620,0.94,0.55,MSP/MSP,J1329.9-6108,,J1329.8-6109,J1329.9-6108,,J1329.8-6109,J1329.9-6108,,J1329.8-6109,J1329.9-6108,,J1329.8-6109,,,NA,NA,NA,NA
98,J1813.6-1148,11.84,273.423,−11.8084,1.0,0.68,YNG/YNG,J1813.7-1152,,J1813.6-1148,J1813.7-1152,,J1813.6-1148,J1813.7-1152,,J1813.6-1148,J1813.7-1152,,J1813.6-1148,,,NA,NA,NA,NA
99,J2038.4+4212,11.76,309.625,42.2085,0.96,0.73,YNG/YNG,J2038.4+4212,,J2038.4+4212,J2038.4+4212,,J2038.4+4212,J2038.4+4212,,J2038.4+4212,J2038.4+4212,,J2038.4+4212,,,NA,NA,NA,NA
100,J1749.2-2911,11.72,267.315,−29.1929,1.0,0.87,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
101,J2023.5+4126,11.63,305.876,41.4337,0.98,0.53,YNG/YNG,J2023.4+4127,bcu,J2023.5+4126,J2023.4+4127,bcu,J2023.5+4126,J2023.4+4127,bcu,J2023.5+4126,J2023.4+4127,bcu,J2023.5+4126,"[2.1980364322662354, 2.1735036373138428, 1.96163010597229, 11.032041549682617, -32.47795034305498, -32.22526504230408, -26.795636276249187, -31.569618177466776, -22.466035794102858, 0.10665594041347504, 0.2111191302537918, 1.3494164943695068, 6.639286994934082, -0.9999678524825144, 0.9998761657626275, -0.27017246414842866, -0.6177200604899373, -0.7053793683628521, -0.36916482159439395]",[1],AGN,AGN,AGN,AGN
102,J1528.3-5836,11.53,232.078,−58.6077,0.59,0.65,MSP/MSP,J1528.4-5838,PSR,J1528.3-5836,J1528.4-5838,PSR,J1528.3-5836,J1528.4-5838,PSR,J1528.3-5836,J1528.4-5838,PSR,J1528.3-5836,"[2.407867670059204, 2.172513008117676, 0.40967532992362976, 4.8283185958862305, -30.826762852421677, -30.26972727036253, -27.259617918634135, -30.32063112584176, -22.417199090229758, 0.6764935851097107, 0.0, 9.199597358703613, 23.10302734375, -0.12397063771097203, -0.16467203364421987, -0.3476951532071445, -0.6298555647390018, -0.9372239966366246, -0.9998227375794678]",[0],PSR,PSR,PSR,PSR
103,J1650.0-4438c,11.5,252.507,−44.6387,0.92,0.56,YNG/YNG,J1649.3-4441,,J1650.0-4438c,J1649.3-4441,,J1650.0-4438c,J1649.3-4441,,J1650.0-4438c,J1649.3-4441,,J1650.0-4438c,,,NA,NA,NA,NA
104,J1557.0-4225,11.46,239.264,−42.4218,0.98,0.32,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
105,J1016.5-6034,11.34,154.135,−60.5764,0.49,0.33,MSP/MSP,J1015.5-6030,,J1016.5-6034,J1015.5-6030,,J1016.5-6034,J1015.5-6030,psr,J1016.5-6034,J1015.5-6030,psr,J1016.5-6034,,,NA,NA,NA,NA
106,J2032.5+3921,11.31,308.139,39.3589,0.91,0.72,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
107,J1033.0-5945,11.3,158.266,−59.7513,0.93,0.44,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
108,J1552.8-5330,11.2,238.212,−53.5131,1.0,0.85,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
109,J1753.6-4447,11.12,268.404,−44.7930,0.75,0.68,MSP/MSP,,,,,,,,,,,,,,,NA,NA,NA,NA
110,J1037.9-5843,11.11,159.488,−58.7300,0.92,0.62,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
111,J0541.1+3553,10.94,85.277,35.8975,0.99,0.69,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
112,J0312.1-0921,10.92,48.041,−9.3593,0.74,0.52,MSP/MSP,J0312.1-0921,,J0312.1-0921,J0312.1-0921,psr,J0312.1-0921,J0312.1-0921,MSP,J0312.1-0921,J0312.1-0921,MSP,J0312.1-0921,,,NA,NA,NA,NA
113,J0855.4-4818,10.88,133.855,−48.3163,0.99,0.68,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
114,J1919.9+1407,10.88,289.981,14.1179,0.52,0.68,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
115,J1544.6-1125,10.85,236.17,−11.4275,0.64,0.29,MSP/MSP,J1544.5-1126,bcu,J1544.6-1125,J1544.5-1126,lmb,J1544.6-1125,J1544.5-1126,lmb,J1544.6-1125,J1544.5-1126,lmb,J1544.6-1125,"[2.475165843963623, 2.289912700653076, 1.880930781364441, 3.5471315383911133, -28.88029370265182, -28.54292971674024, -27.630271891701092, -28.60847027307745, -23.195827438130554, 0.19423852860927582, 0.0, 4.068246364593506, 20.42015266418457, 0.9873873063356918, -0.3893142838792084, -0.6700145606617305, -0.8253083649211129, -0.8315040729012075, -0.9990513092035713]",[1],AGN,AGN,AGN,AGN
116,J2042.4+4209,10.74,310.614,42.1532,0.62,0.52,YNG/YNG,,,,,,,J2042.1+4209,bcu,J2042.4+4209,J2042.1+4209,bcu,J2042.4+4209,,,NA,NA,NA,NA
117,J1737.9-2511,10.73,264.476,−25.1858,0.97,0.54,YNG/YNG,,,,,,,J1738.2-2510,,J1737.9-2511,J1738.2-2510,,J1737.9-2511,,,NA,NA,NA,NA
118,J2333.0-5525,10.72,353.264,−55.4265,0.1,0.18,MSP/MSP,J2333.1-5527,,J2333.0-5525,J2333.1-5527,bin,J2333.0-5525,J2333.1-5527,msp,J2333.0-5525,J2333.1-5527,MSP,J2333.0-5525,,,NA,NA,NA,NA
119,J2039.4+4111,10.72,309.854,41.1982,0.94,0.7,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
120,J1616.8-5343,10.63,244.205,−53.7243,0.88,0.43,MSP/YNG,J1616.6-5341,,J1616.8-5343,J1616.6-5341,,J1616.8-5343,J1616.6-5341,,J1616.8-5343,J1616.6-5341,,J1616.8-5343,,,NA,NA,NA,NA
121,J0857.6-4258,10.62,134.409,−42.9824,0.76,0.5,YNG/YNG,,,,,,,J0857.7-4256c,,J0857.6-4258,J0857.7-4256c,,J0857.6-4258,,,NA,NA,NA,NA
122,J1518.2-5232,10.36,229.571,−52.5349,0.36,0.35,MSP/MSP,J1517.9-5233,,J1518.2-5232,J1517.9-5233,,J1518.2-5232,J1517.9-5233,,J1518.2-5232,J1517.9-5233,,J1518.2-5232,,,NA,NA,NA,NA
123,J2034.6+4302,10.34,308.67,43.0390,0.99,0.74,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
124,J0641.1+1004,10.22,100.286,10.0833,0.61,0.24,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
125,J1652.8-4351,10.2,253.203,−43.8566,0.96,0.67,YNG/YNG,J1653.2-4349,,J1652.8-4351,J1653.2-4349,,J1652.8-4351,J1653.2-4349,,J1652.8-4351,J1653.2-4349,,J1652.8-4351,,,NA,NA,NA,NA
126,J1627.8+3217,10.17,246.968,32.2988,0.39,0.38,MSP/MSP,J1627.7+3219,,J1627.8+3217,J1627.7+3219,psr,J1627.8+3217,J1627.7+3219,msp,J1627.8+3217,J1627.7+3219,MSP,J1627.8+3217,,,NA,NA,NA,NA
127,J2133.0-6433,10.13,323.259,−64.5535,0.12,0.53,MSP/MSP,J2133.1-6432,,J2133.0-6433,J2133.1-6432,,J2133.0-6433,J2133.1-6432,,J2133.0-6433,J2133.1-6432,,J2133.0-6433,,,NA,NA,NA,NA
128,J0915.8-5110,10.1,138.964,−51.1799,0.68,0.22,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
129,J1900.8+0337,10.1,285.205,3.6230,1.0,0.69,YNG/YNG,J1900.4+0339,,J1900.8+0337,J1900.4+0339,,J1900.8+0337,J1900.4+0339,,J1900.8+0337,J1900.4+0339,,J1900.8+0337,,,NA,NA,NA,NA
130,J1844.3-0344,10.06,281.1,−3.7468,1.0,0.84,YNG/YNG,J1844.4-0345,PSR,J1844.3-0344,J1844.4-0345,PSR,J1844.3-0344,J1844.4-0345,PSR,J1844.3-0344,J1844.4-0345,PSR,J1844.3-0344,"[2.45995831489563, 2.4837591648101807, 0.6536493301391602, 9.355194091796875, -30.35387744438357, -29.871537227376777, -26.4860353907845, -29.987843983192885, -21.488190968093136, 0.6265355944633484, 0.03257965296506882, 10.359170913696289, 22.11648178100586, -0.9987088842194543, 0.9992865384850385, -0.3575724669089002, -0.6982074616541953, -0.9639082214039844, -0.9975921837312128]",[0],PSR,PSR,PSR,PSR
131,J0940.6-7609,10.06,145.164,−76.1608,0.43,0.39,MSP/MSP,J0940.3-7610,,J0940.6-7609,J0940.3-7610,,J0940.6-7609,J0940.3-7610,lmb,J0940.6-7609,J0940.3-7610,lmb,J0940.6-7609,,,NA,NA,NA,NA
132,J1744.7-2252,10.05,266.181,−22.8695,0.95,0.47,YNG/YNG,,,,J1745.5-2249,,J1744.7-2252,J1745.5-2249,,J1744.7-2252,J1745.5-2249,,J1744.7-2252,,,NA,NA,NA,NA
133,J1727.7-2637,10.04,261.946,−26.6251,1.0,0.53,YNG/YNG,,,,,,,,,,,,,,,NA,NA,NA,NA
